"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2020","Median","Total","Total","Total","Total","Total","Financial and insurance activities","Total","Total","39569","Total"
"2020","Median","Total","Total","Total","Total","Total","Real estate activities","Total","Total","26733","Total"
"2020","Median","Total","Total","Total","Total","Total","Professional, scientific and technical activities","Total","Total","32533","Total"
"2020","Median","Total","Total","Total","Total","Total","Administrative and support service activities","Total","Total","21584","Total"
"2020","Median","Total","Total","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","30556","Total"
"2020","Median","Total","Total","Total","Total","Total","Education","Total","Total","24659","Total"
"2020","Median","Total","Total","Total","Total","Total","Human health and social work activities","Total","Total","21788","Total"
"2020","Median","Total","Total","Total","Total","Total","Arts, entertainment and recreation","Total","Total","19183","Total"
"2020","Median","Total","Total","Total","Total","Total","Other service activities","Total","Total","20395","Total"
"2020","Median","Total","Total","Total","Total","Total","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use","Total","Total","8921","acceptable"
"2020","Median","Total","Total","Total","Total","Total","Activities of extraterritorial organisations and bodies","Total","Total","34562","acceptable"
"2020","Median","Male","Total","Total","Total","Total","Total","Total","Total","31445","Total"
"2020","Median","Male","Total","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","25796","reasonably precise"
"2020","Median","Male","Total","Total","Total","Total","Mining and quarrying","Total","Total","42552","reasonably precise"
"2020","Median","Male","Total","Total","Total","Total","Manufacturing","Total","Total","32541","Total"
"2020","Median","Male","Total","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","45224","Total"
"2020","Median","Male","Total","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","34259","Total"
"2020","Median","Male","Total","Total","Total","Total","Construction","Total","Total","35000","Total"
"2020","Median","Male","Total","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","24767","Total"
"2020","Median","Male","Total","Total","Total","Total","Transportation and storage","Total","Total","32361","Total"
"2020","Median","Male","Total","Total","Total","Total","Accommodation and food service activities","Total","Total","16926","reasonably precise"
"2020","Median","Male","Total","Total","Total","Total","Information and communication","Total","Total","41944","Total"
"2020","Median","Male","Total","Total","Total","Total","Financial and insurance activities","Total","Total","48441","Total"
"2020","Median","Male","Total","Total","Total","Total","Real estate activities","Total","Total","30310","Total"
"2020","Median","Male","Total","Total","Total","Total","Professional, scientific and technical activities","Total","Total","38826","Total"
"2020","Median","Male","Total","Total","Total","Total","Administrative and support service activities","Total","Total","26417","Total"
"2020","Median","Male","Total","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","33821","Total"
"2020","Median","Male","Total","Total","Total","Total","Education","Total","Total","32878","Total"
"2020","Median","Male","Total","Total","Total","Total","Human health and social work activities","Total","Total","27590","Total"
"2020","Median","Male","Total","Total","Total","Total","Arts, entertainment and recreation","Total","Total","23191","reasonably precise"
"2020","Median","Male","Total","Total","Total","Total","Other service activities","Total","Total","26470","Total"
"2020","Median","Male","Total","Total","Total","Total","Activities of extraterritorial organisations and bodies","Total","Total","35860","acceptable"
"2020","Median","Female","Total","Total","Total","Total","Total","Total","Total","20515","Total"
"2020","Median","Female","Total","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","16591","acceptable"
"2020","Median","Female","Total","Total","Total","Total","Mining and quarrying","Total","Total","39236","acceptable"
"2020","Median","Female","Total","Total","Total","Total","Manufacturing","Total","Total","23316","Total"
"2020","Median","Female","Total","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","28826","reasonably precise"
"2020","Median","Female","Total","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","25446","reasonably precise"
"2020","Median","Female","Total","Total","Total","Total","Construction","Total","Total","21212","reasonably precise"
"2020","Median","Female","Total","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","14891","Total"
"2020","Median","Female","Total","Total","Total","Total","Transportation and storage","Total","Total","24783","Total"
"2020","Median","Female","Total","Total","Total","Total","Accommodation and food service activities","Total","Total","11120","Total"
"2020","Median","Female","Total","Total","Total","Total","Information and communication","Total","Total","32201","Total"
"2020","Median","Female","Total","Total","Total","Total","Financial and insurance activities","Total","Total","29742","Total"
"2020","Median","Female","Total","Total","Total","Total","Real estate activities","Total","Total","23789","Total"
"2020","Median","Female","Total","Total","Total","Total","Professional, scientific and technical activities","Total","Total","25988","Total"
"2020","Median","Female","Total","Total","Total","Total","Administrative and support service activities","Total","Total","16383","Total"
"2020","Median","Female","Total","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","26834","Total"
"2020","Median","Female","Total","Total","Total","Total","Education","Total","Total","20955","Total"
"2020","Median","Female","Total","Total","Total","Total","Human health and social work activities","Total","Total","20587","Total"
"2020","Median","Female","Total","Total","Total","Total","Arts, entertainment and recreation","Total","Total","14988","reasonably precise"
"2020","Median","Female","Total","Total","Total","Total","Other service activities","Total","Total","16014","reasonably precise"
"2020","Median","Female","Total","Total","Total","Total","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use","Total","Total","9522","acceptable"
"2020","Median","Total","Full-Time","Total","Total","Total","Total","Total","Total","31461","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","26041","reasonably precise"
"2020","Median","Total","Full-Time","Total","Total","Total","Mining and quarrying","Total","Total","42386","reasonably precise"
"2020","Median","Total","Full-Time","Total","Total","Total","Manufacturing","Total","Total","31725","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","42450","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","34053","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Construction","Total","Total","35490","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","26068","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Transportation and storage","Total","Total","32622","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Accommodation and food service activities","Total","Total","22779","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Information and communication","Total","Total","42267","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Financial and insurance activities","Total","Total","43821","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Real estate activities","Total","Total","30000","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Professional, scientific and technical activities","Total","Total","37484","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Administrative and support service activities","Total","Total","27557","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","33265","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Education","Total","Total","32767","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Human health and social work activities","Total","Total","27580","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Arts, entertainment and recreation","Total","Total","27245","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Other service activities","Total","Total","27165","Total"
"2020","Median","Total","Full-Time","Total","Total","Total","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use","Total","Total","23434","reasonably precise"
"2020","Median","Total","Full-Time","Total","Total","Total","Activities of extraterritorial organisations and bodies","Total","Total","33534","acceptable"
"2020","Median","Total","Part-Time","Total","Total","Total","Total","Total","Total","11234","Total"
"2020","Median","Total","Part-Time","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","9847","acceptable"
"2020","Median","Total","Part-Time","Total","Total","Total","Manufacturing","Total","Total","13670","reasonably precise"
"2020","Median","Total","Part-Time","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","13431","acceptable"
"2020","Median","Total","Part-Time","Total","Total","Total","Construction","Total","Total","10573","reasonably precise"
"2020","Median","Total","Part-Time","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","9814","Total"
"2020","Median","Total","Part-Time","Total","Total","Total","Transportation and storage","Total","Total","12480","reasonably precise"
"2020","Median","Total","Part-Time","Total","Total","Total","Accommodation and food service activities","Total","Total","8131","Total"
"2020","Median","Total","Part-Time","Total","Total","Total","Information and communication","Total","Total","12664","acceptable"
"2020","Median","Total","Part-Time","Total","Total","Total","Financial and insurance activities","Total","Total","15134","Total"
