"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2020","Median","Female","Full-Time","Total","","Total","Total",NA,NA,"27981","Total"
"2020","Median","Female","Full-Time","16-17","","Total","Total",NA,NA,NA,"unacceptable"
"2020","Median","Female","Full-Time","18-21","","Total","Total",NA,NA,"17831","Total"
"2020","Median","Female","Full-Time","22-29","","Total","Total",NA,NA,"24740","Total"
"2020","Median","Female","Full-Time","30-39","","Total","Total",NA,NA,"30258","Total"
"2020","Median","Female","Full-Time","40-49","","Total","Total",NA,NA,"31403","Total"
"2020","Median","Female","Full-Time","50-59","","Total","Total",NA,NA,"28556","Total"
"2020","Median","Female","Full-Time","60+","","Total","Total",NA,NA,"23903","Total"
"2020","Median","Female","Part-Time","Total","","Total","Total",NA,NA,"11312","Total"
"2020","Median","Female","Part-Time","16-17","","Total","Total",NA,NA,NA,"unacceptable"
"2020","Median","Female","Part-Time","18-21","","Total","Total",NA,NA,"6125","reasonably precise"
"2020","Median","Female","Part-Time","22-29","","Total","Total",NA,NA,"10406","Total"
"2020","Median","Female","Part-Time","30-39","","Total","Total",NA,NA,"12161","Total"
"2020","Median","Female","Part-Time","40-49","","Total","Total",NA,NA,"12239","Total"
"2020","Median","Female","Part-Time","50-59","","Total","Total",NA,NA,"11903","Total"
"2020","Median","Female","Part-Time","60+","","Total","Total",NA,NA,"10147","Total"
"2020","Median","Total","Total","Total","","Total","Total",NA,NA,"25780","Total"
"2020","Median","Total","Total","Total","","Total","Agriculture, forestry and fishing",NA,NA,"22769","reasonably precise"
"2020","Median","Total","Total","Total","","Total","Mining and quarrying",NA,NA,"41728","reasonably precise"
"2020","Median","Total","Total","Total","","Total","Manufacturing",NA,NA,"30358","Total"
"2020","Median","Total","Total","Total","","Total","Electricity, gas, steam and air conditioning supply",NA,NA,"41180","Total"
"2020","Median","Total","Total","Total","","Total","Water supply; sewerage, waste management and remediation activities",NA,NA,"33018","Total"
"2020","Median","Total","Total","Total","","Total","Construction",NA,NA,"32892","Total"
"2020","Median","Total","Total","Total","","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles",NA,NA,"20279","Total"
"2020","Median","Total","Total","Total","","Total","Transportation and storage",NA,NA,"30700","Total"
"2020","Median","Total","Total","Total","","Total","Accommodation and food service activities",NA,NA,"13236","Total"
"2020","Median","Total","Total","Total","","Total","Information and communication",NA,NA,"39734","Total"
"2020","Median","Total","Total","Total","","Total","Financial and insurance activities",NA,NA,"39569","Total"
"2020","Median","Total","Total","Total","","Total","Real estate activities",NA,NA,"26733","Total"
"2020","Median","Total","Total","Total","","Total","Professional, scientific and technical activities",NA,NA,"32533","Total"
"2020","Median","Total","Total","Total","","Total","Administrative and support service activities",NA,NA,"21584","Total"
"2020","Median","Total","Total","Total","","Total","Public administration and defence; compulsory social security",NA,NA,"30556","Total"
"2020","Median","Total","Total","Total","","Total","Education",NA,NA,"24659","Total"
"2020","Median","Total","Total","Total","","Total","Human health and social work activities",NA,NA,"21788","Total"
"2020","Median","Total","Total","Total","","Total","Arts, entertainment and recreation",NA,NA,"19183","Total"
"2020","Median","Total","Total","Total","","Total","Other service activities",NA,NA,"20395","Total"
"2020","Median","Total","Total","Total","","Total","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use",NA,NA,"8921","acceptable"
"2020","Median","Total","Total","Total","","Total","Activities of extraterritorial organisations and bodies",NA,NA,"34562","acceptable"
"2020","Median","Male","Total","Total","","Total","Total",NA,NA,"31445","Total"
"2020","Median","Male","Total","Total","","Total","Agriculture, forestry and fishing",NA,NA,"25796","reasonably precise"
"2020","Median","Male","Total","Total","","Total","Mining and quarrying",NA,NA,"42552","reasonably precise"
"2020","Median","Male","Total","Total","","Total","Manufacturing",NA,NA,"32541","Total"
"2020","Median","Male","Total","Total","","Total","Electricity, gas, steam and air conditioning supply",NA,NA,"45224","Total"
"2020","Median","Male","Total","Total","","Total","Water supply; sewerage, waste management and remediation activities",NA,NA,"34259","Total"
"2020","Median","Male","Total","Total","","Total","Construction",NA,NA,"35000","Total"
"2020","Median","Male","Total","Total","","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles",NA,NA,"24767","Total"
"2020","Median","Male","Total","Total","","Total","Transportation and storage",NA,NA,"32361","Total"
"2020","Median","Male","Total","Total","","Total","Accommodation and food service activities",NA,NA,"16926","reasonably precise"
"2020","Median","Male","Total","Total","","Total","Information and communication",NA,NA,"41944","Total"
"2020","Median","Male","Total","Total","","Total","Financial and insurance activities",NA,NA,"48441","Total"
"2020","Median","Male","Total","Total","","Total","Real estate activities",NA,NA,"30310","Total"
"2020","Median","Male","Total","Total","","Total","Professional, scientific and technical activities",NA,NA,"38826","Total"
"2020","Median","Male","Total","Total","","Total","Administrative and support service activities",NA,NA,"26417","Total"
"2020","Median","Male","Total","Total","","Total","Public administration and defence; compulsory social security",NA,NA,"33821","Total"
"2020","Median","Male","Total","Total","","Total","Education",NA,NA,"32878","Total"
"2020","Median","Male","Total","Total","","Total","Human health and social work activities",NA,NA,"27590","Total"
"2020","Median","Male","Total","Total","","Total","Arts, entertainment and recreation",NA,NA,"23191","reasonably precise"
"2020","Median","Male","Total","Total","","Total","Other service activities",NA,NA,"26470","Total"
"2020","Median","Male","Total","Total","","Total","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use",NA,NA,NA,"unacceptable"
"2020","Median","Male","Total","Total","","Total","Activities of extraterritorial organisations and bodies",NA,NA,"35860","acceptable"
"2020","Median","Female","Total","Total","","Total","Total",NA,NA,"20515","Total"
"2020","Median","Female","Total","Total","","Total","Agriculture, forestry and fishing",NA,NA,"16591","acceptable"
"2020","Median","Female","Total","Total","","Total","Mining and quarrying",NA,NA,"39236","acceptable"
"2020","Median","Female","Total","Total","","Total","Manufacturing",NA,NA,"23316","Total"
"2020","Median","Female","Total","Total","","Total","Electricity, gas, steam and air conditioning supply",NA,NA,"28826","reasonably precise"
"2020","Median","Female","Total","Total","","Total","Water supply; sewerage, waste management and remediation activities",NA,NA,"25446","reasonably precise"
"2020","Median","Female","Total","Total","","Total","Construction",NA,NA,"21212","reasonably precise"
"2020","Median","Female","Total","Total","","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles",NA,NA,"14891","Total"
"2020","Median","Female","Total","Total","","Total","Transportation and storage",NA,NA,"24783","Total"
"2020","Median","Female","Total","Total","","Total","Accommodation and food service activities",NA,NA,"11120","Total"
"2020","Median","Female","Total","Total","","Total","Information and communication",NA,NA,"32201","Total"
"2020","Median","Female","Total","Total","","Total","Financial and insurance activities",NA,NA,"29742","Total"
"2020","Median","Female","Total","Total","","Total","Real estate activities",NA,NA,"23789","Total"
"2020","Median","Female","Total","Total","","Total","Professional, scientific and technical activities",NA,NA,"25988","Total"
"2020","Median","Female","Total","Total","","Total","Administrative and support service activities",NA,NA,"16383","Total"
"2020","Median","Female","Total","Total","","Total","Public administration and defence; compulsory social security",NA,NA,"26834","Total"
"2020","Median","Female","Total","Total","","Total","Education",NA,NA,"20955","Total"
"2020","Median","Female","Total","Total","","Total","Human health and social work activities",NA,NA,"20587","Total"
"2020","Median","Female","Total","Total","","Total","Arts, entertainment and recreation",NA,NA,"14988","reasonably precise"
"2020","Median","Female","Total","Total","","Total","Other service activities",NA,NA,"16014","reasonably precise"
"2020","Median","Female","Total","Total","","Total","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use",NA,NA,"9522","acceptable"
"2020","Median","Female","Total","Total","","Total","Activities of extraterritorial organisations and bodies",NA,NA,NA,"unacceptable"
"2020","Median","Total","Full-Time","Total","","Total","Total",NA,NA,"31461","Total"
"2020","Median","Total","Full-Time","Total","","Total","Agriculture, forestry and fishing",NA,NA,"26041","reasonably precise"
"2020","Median","Total","Full-Time","Total","","Total","Mining and quarrying",NA,NA,"42386","reasonably precise"
"2020","Median","Total","Full-Time","Total","","Total","Manufacturing",NA,NA,"31725","Total"
"2020","Median","Total","Full-Time","Total","","Total","Electricity, gas, steam and air conditioning supply",NA,NA,"42450","Total"
"2020","Median","Total","Full-Time","Total","","Total","Water supply; sewerage, waste management and remediation activities",NA,NA,"34053","Total"
"2020","Median","Total","Full-Time","Total","","Total","Construction",NA,NA,"35490","Total"
"2020","Median","Total","Full-Time","Total","","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles",NA,NA,"26068","Total"
"2020","Median","Total","Full-Time","Total","","Total","Transportation and storage",NA,NA,"32622","Total"
"2020","Median","Total","Full-Time","Total","","Total","Accommodation and food service activities",NA,NA,"22779","Total"
"2020","Median","Total","Full-Time","Total","","Total","Information and communication",NA,NA,"42267","Total"
"2020","Median","Total","Full-Time","Total","","Total","Financial and insurance activities",NA,NA,"43821","Total"
"2020","Median","Total","Full-Time","Total","","Total","Real estate activities",NA,NA,"30000","Total"
"2020","Median","Total","Full-Time","Total","","Total","Professional, scientific and technical activities",NA,NA,"37484","Total"
"2020","Median","Total","Full-Time","Total","","Total","Administrative and support service activities",NA,NA,"27557","Total"
"2020","Median","Total","Full-Time","Total","","Total","Public administration and defence; compulsory social security",NA,NA,"33265","Total"
"2020","Median","Total","Full-Time","Total","","Total","Education",NA,NA,"32767","Total"
"2020","Median","Total","Full-Time","Total","","Total","Human health and social work activities",NA,NA,"27580","Total"
"2020","Median","Total","Full-Time","Total","","Total","Arts, entertainment and recreation",NA,NA,"27245","Total"
"2020","Median","Total","Full-Time","Total","","Total","Other service activities",NA,NA,"27165","Total"
"2020","Median","Total","Full-Time","Total","","Total","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use",NA,NA,"23434","reasonably precise"
"2020","Median","Total","Full-Time","Total","","Total","Activities of extraterritorial organisations and bodies",NA,NA,"33534","acceptable"
"2020","Median","Total","Part-Time","Total","","Total","Total",NA,NA,"11234","Total"
"2020","Median","Total","Part-Time","Total","","Total","Agriculture, forestry and fishing",NA,NA,"9847","acceptable"
"2020","Median","Total","Part-Time","Total","","Total","Mining and quarrying",NA,NA,NA,"unacceptable"
"2020","Median","Total","Part-Time","Total","","Total","Manufacturing",NA,NA,"13670","reasonably precise"
"2020","Median","Total","Part-Time","Total","","Total","Electricity, gas, steam and air conditioning supply",NA,NA,NA,"unacceptable"
"2020","Median","Total","Part-Time","Total","","Total","Water supply; sewerage, waste management and remediation activities",NA,NA,"13431","acceptable"
"2020","Median","Total","Part-Time","Total","","Total","Construction",NA,NA,"10573","reasonably precise"
"2020","Median","Total","Part-Time","Total","","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles",NA,NA,"9814","Total"
"2020","Median","Total","Part-Time","Total","","Total","Transportation and storage",NA,NA,"12480","reasonably precise"
"2020","Median","Total","Part-Time","Total","","Total","Accommodation and food service activities",NA,NA,"8131","Total"
"2020","Median","Total","Part-Time","Total","","Total","Information and communication",NA,NA,"12664","acceptable"
"2020","Median","Total","Part-Time","Total","","Total","Financial and insurance activities",NA,NA,"15134","Total"
"2020","Median","Total","Part-Time","Total","","Total","Real estate activities",NA,NA,"11299","reasonably precise"
"2020","Median","Total","Part-Time","Total","","Total","Professional, scientific and technical activities",NA,NA,"12500","reasonably precise"
"2020","Median","Total","Part-Time","Total","","Total","Administrative and support service activities",NA,NA,"9062","Total"
"2020","Median","Total","Part-Time","Total","","Total","Public administration and defence; compulsory social security",NA,NA,"14362","Total"
"2020","Median","Total","Part-Time","Total","","Total","Education",NA,NA,"11848","Total"
"2020","Median","Total","Part-Time","Total","","Total","Human health and social work activities",NA,NA,"13199","Total"
"2020","Median","Total","Part-Time","Total","","Total","Arts, entertainment and recreation",NA,NA,"6941","reasonably precise"
"2020","Median","Total","Part-Time","Total","","Total","Other service activities",NA,NA,"9752","reasonably precise"
"2020","Median","Total","Part-Time","Total","","Total","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use",NA,NA,"6420","acceptable"
"2020","Median","Male","Full-Time","Total","","Total","Total",NA,NA,"33923","Total"
"2020","Median","Male","Full-Time","Total","","Total","Agriculture, forestry and fishing",NA,NA,"27067","reasonably precise"
"2020","Median","Male","Full-Time","Total","","Total","Mining and quarrying",NA,NA,"43040","reasonably precise"
"2020","Median","Male","Full-Time","Total","","Total","Manufacturing",NA,NA,"33201","Total"
"2020","Median","Male","Full-Time","Total","","Total","Electricity, gas, steam and air conditioning supply",NA,NA,"45377","Total"
"2020","Median","Male","Full-Time","Total","","Total","Water supply; sewerage, waste management and remediation activities",NA,NA,"34360","Total"
"2020","Median","Male","Full-Time","Total","","Total","Construction",NA,NA,"36354","Total"
"2020","Median","Male","Full-Time","Total","","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles",NA,NA,"27723","Total"
"2020","Median","Male","Full-Time","Total","","Total","Transportation and storage",NA,NA,"33603","Total"
"2020","Median","Male","Full-Time","Total","","Total","Accommodation and food service activities",NA,NA,"23859","Total"
"2020","Median","Male","Full-Time","Total","","Total","Information and communication",NA,NA,"43635","Total"
"2020","Median","Male","Full-Time","Total","","Total","Financial and insurance activities",NA,NA,"49691","Total"
"2020","Median","Male","Full-Time","Total","","Total","Real estate activities",NA,NA,"31698","Total"
"2020","Median","Male","Full-Time","Total","","Total","Professional, scientific and technical activities",NA,NA,"41559","Total"
